initial_queue_waiting_time,algorithm,metric_type,sample_id,value
3,GTT,energy_consumption,6,0.9514297636811289
3,GTT,energy_consumption,7,1.5590145915424485
3,GTT,energy_consumption,8,1.8981525449480614
3,GTT,energy_consumption,9,28.866489761809476
3,GTT,energy_consumption,10,32.901739373628324
3,GTT,energy_consumption,11,0.9583575101512948
3,GTT,energy_consumption,12,1.5265311693323829
3,GTT,energy_consumption,13,2.0392227667692264
3,GTT,energy_consumption,14,16.76807544743197
3,GTT,energy_consumption,15,33.3326518685115
3,GTT,energy_consumption,16,0.9451205382784176
3,GTT,energy_consumption,17,1.4822293244793423
3,GTT,energy_consumption,18,1.9010535028549556
3,GTT,energy_consumption,19,11.823857177437485
3,GTT,energy_consumption,20,28.245807436141256
3,GTT,energy_consumption,21,0.9913337430711875
3,GTT,energy_consumption,22,1.4971604158658907
3,GTT,energy_consumption,23,1.8068909439454954
3,GTT,energy_consumption,24,0.5918527617184794
3,GTT,energy_consumption,25,27.775930315835833
3,GTT,energy_consumption,26,0.9418964014654154
3,GTT,energy_consumption,27,1.481894892145304
3,GTT,energy_consumption,28,1.8569471652477023
3,GTT,energy_consumption,29,55.51237445239847
3,GTT,energy_consumption,30,31.411273105888306
3,GTT,energy_consumption,31,1.0568717408786565
3,GTT,energy_consumption,32,1.4885813056366137
3,GTT,energy_consumption,33,1.938547725725248
3,GTT,energy_consumption,34,0.5820795074909145
3,GTT,energy_consumption,35,23.04492144560899
3,GTT,energy_consumption,36,1.0449987532032603
3,GTT,energy_consumption,37,1.5373496874810972
3,GTT,energy_consumption,38,1.8274339743563917
3,GTT,energy_consumption,39,28.938639242521592
3,GTT,energy_consumption,40,32.461917627612834
3,GTT,energy_consumption,41,0.9060778823339989
3,GTT,energy_consumption,42,1.362549986412244
3,GTT,energy_consumption,43,2.0249107633972256
3,GTT,energy_consumption,44,0.5954812601948805
3,GTT,energy_consumption,45,24.305567949846907
3,GTT,energy_consumption,46,25.668105477741417
3,GTT,energy_consumption,47,1.4971900591103862
3,GTT,energy_consumption,48,1.9803256058365784
3,GTT,energy_consumption,49,38.18494282772915
3,GTT,energy_consumption,50,21.478319306127897
3,GTT,energy_consumption,51,1.0290673794509821
3,GTT,energy_consumption,52,1.4770997500888075
3,GTT,energy_consumption,53,2.0107384301783697
3,GTT,energy_consumption,54,8.743440627385509
3,GTT,energy_consumption,55,29.298232583921965
3,GTT,energy_consumption,56,0.9715336188678223
3,GTT,energy_consumption,57,1.5535502524316436
3,GTT,energy_consumption,58,1.9138567869018102
3,GTT,energy_consumption,59,24.876832747198087
3,GTT,energy_consumption,60,27.280704747915227
3,GTT,energy_consumption,61,1.0192980814698542
3,GTT,energy_consumption,62,1.6312361645759283
3,GTT,energy_consumption,63,2.0464483226533665
3,GTT,energy_consumption,64,39.99612251780531
3,GTT,energy_consumption,65,45.44854118497048
3,GTT,energy_consumption,66,1.0108822081480182
3,GTT,energy_consumption,67,1.371148004034359
3,GTT,energy_consumption,68,1.8912729695382051
3,GTT,energy_consumption,69,46.845310229159516
3,GTT,energy_consumption,70,30.675467162670802
3,GTT,energy_consumption,71,0.9554523657362972
3,GTT,energy_consumption,72,1.5518240387882578
3,GTT,energy_consumption,73,1.988317780697143
